Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
Partito Democratico,partitodemocratico,77034286895,344782,2020-08-24 12:57:07 EDT,Photo,2253,651,324,23,1,20,2,9,8,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158059097136896,"‪Il Presidente Musumeci ha il dovere di governare la Regione non di aprire scontri istituzionali con lo Stato. Di servire la Sicilia e i siciliani (assicurando un numero di tamponi adeguato e facendo rispettare i protocolli di sicurezza), non di servirsene per fornire argomenti alla bieca campagna elettorale di Salvini nelle altre Regioni. Se vorrà affrontare i problemi, invece di strumentalizzarli utilizzando gli ultimi per alimentare la sua polemica politica, troverà il Viminale in prima linea impegnato a gestire in sicurezza la difficile situazione di Lampedusa. La precondizione è la serietà e il decoro istituzionale. Musumeci ha parlato di un Governo che vorrebbe aprire campi di concentramento: si informi con il suo assessore esperto di nazifascismo di cosa si tratta, e misuri le parole. Peppe Provenzano",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158059061916896/?type=3,,,,,,,1.93
Italia Viva,italiaviva,1000392486681830,88808,2020-08-24 12:13:10 EDT,Photo,321,69,31,2,0,5,0,0,0,,0,0,0,N/A,https://www.facebook.com/italiaviva/posts/3142953542425703,"“Serve umanità, solidarietà, serve che il nostro Paese e l’Europa non voltino le spalle ai siciliani. Serve sicurezza alle frontiere, che non vanno chiuse ma devono essere controllate. A me di Musumeci, che vuole solo accattivarsi le simpatie di Salvini, fregandosene dei siciliani, non m’importa un tubo. Ciò che mi interessa è dare una mano ai sindaci di frontiera. Perché sono loro quelli che si trovano a gestire un’emergenza enorme.” Davide Faraone http://www.davidefaraone.it/2020/08/24/musumeci-vuole-solo-essere-simpatico-a-salvini-il-governo-stia-dalla-parte-dei-sindaci-di-frontiera/",https://www.facebook.com/italiaviva/photos/a.1003175376403541/3142953402425717/?type=3,,,,,,,-1.59
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 11:27:02 EDT,Link,630,126,104,2,2,10,4,69,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3545070575535843,"MIGRANTI, L'IRA DI MUSUMECI: ""IL VIMINALE VUOLE CREARE CAMPI DI CONCENTRAMENTO""",https://www.ilgiornale.it/news/politica/musumeci-sbotta-immigrati-ammassati-cos-governo-crea-focolai-1885310.html,,,"Migranti, Musumeci tira dritto: ""Il Viminale vuole creare campi di concentramento""","Nello Musumeci punta il dito contro Conte: ""Silenzi e omissioni"". La situazione è grave: ""Gli immigrati scappano e dopo non si sa più nulla di loro"".",,,1.39
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 11:01:00 EDT,Native Video,3110,514,779,24,4,16,0,6,14,crosspost,31258,40784,477970,00:00:49,https://www.facebook.com/legasalvinipremier/posts/3544816805561220,"CHIUSURA HOTSPOT, IL PRESIDENTE MUSUMECI NELLA SUA FERMEZZA",https://www.facebook.com/legasalvinipremier/videos/776191549804043/,,,"CHIUSURA HOTSPOT, IL PRESIDENTE MUSUMECI NELLA SUA FERMEZZA",,,,3.35
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 10:33:33 EDT,Native Video,3957,929,707,57,5,79,3,25,12,original,52632,58473,0,00:01:08,https://www.facebook.com/legasalvinipremier/posts/3544924825550418,"#Salvini: ""Io avrei chiuso i porti prima delle discoteche. Massimo sostegno a Musumeci, chiedo agli amministratori e governatori della Lega di fare esattamente la stessa cosa"".",https://www.facebook.com/legasalvinipremier/videos/754439295339905/,,,,,,,4.33
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 09:31:31 EDT,Native Video,3936,546,1845,20,11,43,11,121,12,original,70398,97801,0,00:01:22,https://www.facebook.com/legasalvinipremier/posts/3544756855567215,"MUSUMECI: ""EMERGENZA SBARCHI, E LA LAMORGESE? SI LIMITA A UN COMUNICATO STAMPA""",https://www.facebook.com/legasalvinipremier/videos/876457606214121/,,,"EMERGENZA SBARCHI, E LA LAMORGESE? SI LIMITA A UN COMUNICATO STAMPA",,,,4.91
Matteo Salvini,salviniofficial,252306033154,4348700,2020-08-24 09:31:28 EDT,Photo,23164,3084,5652,141,40,73,65,756,43,,0,0,0,N/A,https://www.facebook.com/salviniofficial/posts/10158018628558155,"‼️""STATO FUORILEGGE!""‼️ Invasione clandestini, boom di infetti, Sicilia al collasso. Massimo sostegno, mio e della Lega, al governatore Musumeci per la chiusura di tutti gli hotspot. Questo governo è una VERGOGNA. #governoclandestino",https://www.facebook.com/salviniofficial/photos/a.278194028154/10158018615968155/?type=3,,"INVASIONE CLANDESTINI IN SICILIA, BOOM DI INFETTI @LegaSalviniPremier ""STATO FUORILEGGE!"" MUSUMECI: ""IL GOVERNO CHIUDA TUTTI GLI HOTSPOT O ANDREMO DAI MAGISTRATI!""",,,,,1.23
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 08:58:55 EDT,Link,2356,381,337,27,6,15,1,7,4,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3544670152242552,"🔴 ULTIM'ORA - SICILIA AL COLLASSO MUSUMECI: ""STATO FUORILEGGE, SE NON CHIUDONO HOT-SPOT IMMIGRATI MI RIVOLGERO' AI MAGISTRATI""",https://www.corriere.it/politica/20_agosto_24/sicilia-musumeci-contro-viminale-via-migranti-hot-spot-o-andremo-giudice-c292c934-e5fd-11ea-943c-b2c77e7530c9.shtml,,,"Musumeci «Roma fuorilegge, vado dal giudice se non chiudono hot-spot dei migranti»","Il governatore ammette: «La competenza sull’immigrazione è dello Stato, ma quella sanitaria è della Regione. Se a mezzanotte non sarà attuata l’ordinanza ci rivolgeremo alla magistratura»",,,4.61
Giorgia Meloni,giorgiameloni.paginaufficiale,38919827644,1630486,2020-08-24 06:47:40 EDT,Photo,36557,3827,8269,389,30,105,54,308,76,,0,0,0,N/A,https://www.facebook.com/giorgiameloni.paginaufficiale/posts/10158529017737645,"La sinistra, indignata per le parole di Nello Musumeci per la chiusura degli hotspot, arriva all'attacco gratuito nei confronti del Governatore della Sicilia con diversi esponenti che ne chiedono addirittura le dimissioni. Noi siamo al fianco dei cittadini siciliani, lasciati dal governo in balia dell'immigrazione senza regole in una fase già molto delicata. Se i vari esponenti del governo pentapiddino non sono in grado di difendere i confini italiani dall'immigrazione incontrollata e illegale, siano loro ad andare a casa. Non c'è più tempo da perdere: blocco navale subito per fermare gli sbarchi.",https://www.facebook.com/giorgiameloni.paginaufficiale/photos/a.10151958645677645/10158529017687645/?type=3,,LA SICILIA È AL COLLASSO DIFENDIAMO I CONFINI ITALIANI E FERMIAMO L'IMMIGRAZIONE INCONTROLLATA E ILLEGALE BLOCCO NAVALE SUBITO! BASTA PERDERE TEMPO,,,,,1.38
Più Europa,piueuropa,126662574668084,138191,2020-08-24 06:22:05 EDT,Native Video,28,4,1,0,0,1,0,0,0,share,2250,13158,0,00:17:34,https://www.facebook.com/piueuropa/posts/590902861577384,Cosa sta succedendo in Sicilia con Musumeci. Segui la diretta di Fabrizio Ferrandelli⤵️,https://www.facebook.com/FabrizioFerrandelli/videos/295540381545941/,,,Fabrizio Ferrandelli,"NELLO, BASTA PROPAGANDA SULLA PAURA. ORA DIFENDIAMO LA SALUTE DI TUTTI",,,-10.53
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 05:51:50 EDT,Photo,738,357,64,6,1,3,0,0,3,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3544201875622713,MUSUMECI: “NON POSSIAMO PIÙ FARCI INVADERE”,https://www.facebook.com/legasalvinipremier/photos/a.597100443666219/3544201835622717/?type=3,,"LaVerità 24AGOSTO2020 Musumeci dice stop a sbarchi e Ong «Non possiamo più farci invadere» Dura ordinanza Sicilia: tutti ospitati nelle dell'isola» Risposta piccata del Viminale: «La competenza nostra». dritto: Seguedallaprmapagina diFRANCESCO olasu gratitudine dinanzi invece,sia- Musumeci [Ansa)",,,,,1.07
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 05:25:30 EDT,Photo,1958,331,152,21,2,6,0,3,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3544145142295053,STOP ALL’INVASIONE DEI CLANDESTINI,https://www.facebook.com/legasalvinipremier/photos/a.597100443666219/3544145112295056/?type=3,,"ristora INSTANT DRINKS www.laverita.info- Prezzoi Italia Lunedì24 agosto 2020 LaVerità Anno Numero 233 Quid veritas? QUOTIDIANO INDIPENDENTE FONDATO DIRETTO DA MAURIZIO BELPIETRO <STOP ALL'INVASIONE DEI BARCONI» La Sicilia mette al bando migranti e Ong Musumeci ordina difar chiudere hotspot, trasferireg ospiti sera bloccare glisbarchi. <È emergenza per salute da mesi, Roma ignora>» iminale «Nostre Ma statuto speciale piùpoteri: 'arma gli fficiali sanitari",,,,,2.26
Partito Democratico,partitodemocratico,77034286895,344782,2020-08-24 05:00:32 EDT,Photo,2258,597,580,5,5,32,8,74,1,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158058313336896,"Mentre il governatore Nello Musumeci passa il suo tempo a immaginare ordinanze alquanto creative, la Sicilia è ultima per tamponi realizzati in rapporto alla popolazione. Mentre, cioè, il Presidente siciliano spende le sue giornate a occuparsi di cose che non gli competono, tralascia completamente le cose che, invece, sono di sua esclusiva competenza. E che riguardano la vita concreta dei suoi cittadini. Ma non è finita qui: perché la Sicilia ha anche il più basso rapporto di guariti/dimessi rispetto ai positivi e il secondo maggior valore di ricoverati in terapia intensiva per 100 mila abitanti. Capite, quindi, a cosa serve lo show di Musumeci? Capite che il solo obiettivo del suo atto è distrarre i siciliani da tutte le mancanze del governo regionale? Quell'ordinanza, inapplicabile, non serve a garantire la sicurezza delle cittadine e dei cittadini siciliani, men che meno a tutelarne la salute. Ha una sola finalità: proteggere colui che l'ha realizzata. Garantire, cioè, la sua di sicurezza: politica, elettorale. Presidente Musumeci, fare tamponi è una prescrizione scientifica, governare no. Se non è in grado di farlo - ed evidentemente non lo è - ceda il suo posto a chi ha a cuore non la propria vita politica ma la vita vera dei cittadini siciliani. Anthony Emanuele Barbagallo",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158058299776896/?type=3,,"Pensi a fare i tamponi, Musumeci, non a fare gli show PD] Partito/Democratico Democratico",,,,,2.09
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 04:52:20 EDT,Link,482,97,165,0,2,3,8,168,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3544076192301948,"‪‼️EMERGENZA SICILIA, ALTRI 58 CLANDESTINI POSITIVI ‼️ Salvini: “Altri 58 positivi a Lampedusa. Vogliono mettere le mascherine ai nostri figli in classe, intanto fanno sbarcare migliaia di clandestini e centinaia di infetti.‬ ‪Complici o criminali?‬” ‪",https://www.ansa.it/sito/notizie/topnews/2020/08/24/-migranti-musumeci-altri-58-positivi-a-lampedusa-_d59ce0f1-ec73-4d43-8c8d-1f49be596f67.html,,,"++ Migranti: Musumeci, altri 58 positivi a Lampedusa ++ - Ultima Ora","""C'è chi parla di codicilli, di ordinanza legittima o nulla. Intanto, la notte scorsa si sono confermati 58 positivi a Lampedusa. E altri tamponi arriveranno in giornata per l'esito, al secondo controllo che ho disposto. (ANSA)",,,1.36
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 04:09:02 EDT,Link,1093,310,45,17,0,6,2,0,4,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3543988398977394,"IMMIGRAZIONE, #SALVINI: ""HO FATTO I COMPLIMENTI A #MUSUMECI""",https://www.lapresse.it/politica/immigrazione_salvini_ho_fatto_i_complimenti_a_musumeci_-2895405/video/2020-08-23/,,,"Immigrazione, Salvini: ""Ho fatto i complimenti a Musumeci""","Il leader della Lega da Foggia: ""Puglia, Calabria e Sicilia non sono il campo profughi d'Europa""",,,2.17
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 01:27:02 EDT,Link,2858,443,217,32,1,17,1,0,7,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3543663535676547,#SALVINI: #MUSUMECI E' UN UOMO LIBERO CHE HA DETTO NO A IMMIGRATI CLANDESTINI IN SICILIA,https://www.agi.it/vista-tv/video/2020-08-23/salvini-musumeci-e-un-uomo-libero-che-ha-detto-no-a-immigrati-clandestini-in-sicilia-9475161/,,,Salvini: Musumeci e' un uomo libero che ha detto no a immigrati clandestini in Sicilia,"(Agenzia Vista) Foggia, 23 agosto 2020 Matteo Salvini in un incontro elettorale a Foggia. Con Salvini il sindaco e i candidati regionali della Lega del collegio di Foggia. Facebook Salvini. Fonte: Agenzia Vista / Alexander Jakhnagiev",,,5.26
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-24 00:05:04 EDT,Link,832,289,3,9,1,10,0,1,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3543513209024913,"L'IRA DI #MUSUMECI: ""VIA I MIGRANTI DALLA SICILIA, CHIUDO GLI HOTSPOT""",https://www.agi.it/cronaca/news/2020-08-22/musumeci-chiusura-hotspot-migranti-sicilia-9470993/,,,This is a re-share of a post,,,,1.69
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-23 23:04:03 EDT,Link,738,178,5,11,0,8,0,1,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3543397402369827,"SICILIA, LINEA DURA DI MUSUMECI SUI MIGRANTI: ""CHIUDO HOTSPOT E CENTRI DI ACCOGLIENZA""",https://palermo.repubblica.it/politica/2020/08/22/news/sicilia_linea_dura_di_musumeci_sui_migranti_chiudo_hotspot_e_centri_di_accoglienza_-265248429/,,,This is a re-share of a post,,,,1.39
Lega - Salvini Premier,legasalvinipremier,422703967772535,762017,2020-08-23 20:01:03 EDT,Link,416,176,1,10,0,1,1,0,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3543049375737963,"#SALVINI: ""SICILIA CHIUDE CENTRO MIGRANTI, BRAVO MUSUMECI""",https://www.adnkronos.com/fatti/politica/2020/08/22/covid-salvini-sicilia-chiude-centro-migranti-bravo-musumeci_0gv56qnDbxScBUDLRLKPAN.html,,,This is a re-share of a post,,,,-1.12
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 19:00:03 EDT,Photo,815,281,152,4,2,5,1,3,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3542931095749791,Nello Musumeci: La Sicilia non può continuare a subire questa invasione.,https://www.facebook.com/nellomusumeci.page/photos/a.635113156566093/3173116082765775/?type=3,,,Nello Musumeci,"La #Sicilia non può continuare a subire questa invasione di #migranti. Tra poche ore sarà sul mio tavolo l’ordinanza con cui dispongo lo sgombero di tutti gli Hotspot e dei Centri di accoglienza esistenti. Si attivi un ponte-aereo immediatamente e si liberi la Sicilia da queste vergognose strutture, iniziando da #Lampedusa. Le regole europee e nazionali sono state stracciate. L’#Europa fa finta di niente e il governo nazionale ha deciso - malgrado i nostri appelli - di non attuare i decreti vigenti e di non chiudere i porti, come invece ha fatto lo scorso anno con il decreto interministeriale Interno-Difesa-Trasporti. C’è una colpevole sottovalutazione del fenomeno senza precedenti. E non capiscono quanto stia crescendo la tensione. Vogliono far diventare razzisti i siciliani, che sono il popolo più accogliente di tutto il mondo? Adesso se vogliono a Roma impugnino pure la mia ordinanza. Basta: abbiamo avuto fin troppo rispetto istituzionale su questa #emergenza, ricambiato da silenzi, indifferenza e omissioni.

#governoMusumeci Regione Siciliana",,,1.15
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 15:18:01 EDT,Link,7888,1534,1109,125,15,42,0,13,28,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3542380915804809,"SICILIA, TUTTI I MIGRANTI VIA ENTRO DOMANI. MUSUMECI SFIDA IL GOVERNO E L'EUROPA: IL TESTO DELL'ORDINANZA",https://www.iltempo.it/attualita/2020/08/23/news/migranti-sicilia-ordinanza-nello-musumeci-hotspot-lampedusa-divieto-ingresso-sosta-immigrati-testo-integrale-24279866/,,,"Sicilia, tutti i migranti via entro domani. Musumeci sfida il governo e l'Europa: il testo dell'ordinanza",Entro le 24 di domani tutti i migranti presenti negli hot-spot e in ogni centro di accoglienza della Sicilia dovranno essere improrogabilmente trasfer...,,,15.81
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 15:08:02 EDT,Link,1475,259,96,21,3,11,0,0,3,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3542356609140573,"ECCO L’ORDINANZA DI #MUSUMECI: ""TUTTI VIA DAGLI HOTSPOT ENTRO DOMANI""",https://gds.it/articoli/cronaca/2020/08/23/coronavirus-e-migranti-ecco-lordinanza-di-musumeci-firmata-nella-notte-la-sicilia-non-sara-invasa-ee4fab23-f5c7-4b68-9ec8-f71e51dc4db5/,,,"Coronavirus e migranti, ecco l’ordinanza di Musumeci: ""Tutti via dagli hotspot entro domani""","""L'ordinanza è stata pubblicata questa notte. Oggi verrà notificata a tutte le prefetture dell’Isola e al governo nazionale. La Sicilia non può essere invasa,...",,,2.75
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 14:18:01 EDT,Link,1949,530,152,26,2,14,1,1,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3542232565819644,#MUSUMECI ANNUNCIA: “CHIUDO TUTTI GLI HOTSPOT E I CENTRI DI ACCOGLIENZA DELLA SICILIA”,https://www.fanpage.it/politica/migranti-musumeci-annuncia-chiudo-tutti-gli-hotspot-e-i-centri-di-accoglienza-della-sicilia/,,,"Migranti, Musumeci annuncia: “Chiudo tutti gli hotspot e i centri di accoglienza della Sicilia”","Il presidente della Regione Sicilia, Nello Musumeci, annuncia che presto emanerà un’ordinanza con la quale si prevede lo sgombero e la chiusura...",,,3.94
Nicola Fratoianni,Fratoianni,116181541819083,102113,2020-08-23 13:54:53 EDT,Native Video,907,359,149,9,1,11,1,13,0,original,11828,15110,0,00:00:15,https://www.facebook.com/Fratoianni/posts/2876316189138924,"L'ordinanza del presidente della #Sicilia Nello Musumeci di trasferire tutti i migranti fuori dalla regione è l'ennesimo, nonché assurdo, annuncio elettorale. Ancora una volta la destra cerca di scaricare le proprie #responsabilità e la propria #incapacità di governare sugli altri. Non abbiamo bisogno di questi allarmismi e di queste speculazioni sulla paura e le preoccupazioni del persone. Basta con queste strumentalizzazioni e mistificazioni.",https://www.facebook.com/Fratoianni/videos/357706728965891/,,,,,,,1.18
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 11:00:01 EDT,Link,4282,800,541,37,3,21,0,11,6,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3541706289205605,"L'IRA DI #MUSUMECI: ""VIA I MIGRANTI DALLA SICILIA, CHIUDO GLI HOTSPOT""",https://www.agi.it/cronaca/news/2020-08-22/musumeci-chiusura-hotspot-migranti-sicilia-9470993/,,,"L'ira di Musumeci, ""Via i migranti dalla Sicilia, chiudo gli hotspot"""," Il governatore sfida Roma: ""Non può continuare a subire questa invasione. Si attivi un ponte-aereo immediatamente e si liberi la Sicilia da queste vergognose strutture, iniziando da Lampedusa""",,,8.38
Fratelli d'Italia,FdI.paginaufficiale,355710427861591,279992,2020-08-23 10:22:36 EDT,Link,4588,238,1032,59,1,12,1,3,20,,0,0,0,N/A,https://www.facebook.com/FdI.paginaufficiale/posts/3150541715045101,🔵 Adesso subito il blocco navale.,https://www.iltempo.it/politica/2020/08/23/news/giorgia-meloni-migranti-sicilia-ordinanza-nello-musumeci-hotspot-governo-regione-24281836/,,,"Bomba migranti, Giorgia Meloni plaude a Musumeci e rilancia il blocco navale",L'unica soluzione  contro l'immigrazione selvaggia è difendere il territorio. La leader di Fratelli d'Italia plaude all'or...,,,2.3
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 10:00:01 EDT,Link,12329,1905,477,174,6,45,7,8,35,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3541543472555220,"#SALVINI: ""SICILIA CHIUDE CENTRO MIGRANTI, BRAVO MUSUMECI""",https://www.adnkronos.com/fatti/politica/2020/08/22/covid-salvini-sicilia-chiude-centro-migranti-bravo-musumeci_0gv56qnDbxScBUDLRLKPAN.html,,,"Covid, Salvini: ""Sicilia chiude centro migranti, bravo Musumeci""","""Bravo il governatore della Sicilia, Nello Musumeci, che ascoltando la Lega e i cittadini ha detto basta all'arrivo di immigrati nell'isola, ordinando la chiusura di centri d'accoglienza e hotspot. Stop invasione!"". E' quanto ha detto il leader della Lega Matteo Salvini.",,,22.04
Giorgia Meloni,giorgiameloni.paginaufficiale,38919827644,1630040,2020-08-23 09:30:51 EDT,Link,28252,4038,3420,267,29,72,16,184,46,,0,0,0,N/A,https://www.facebook.com/giorgiameloni.paginaufficiale/posts/10158526636057645,"Bene ha fatto il governatore della Sicilia Nello Musumeci a predisporre la chiusura degli hotspot sull’isola. La Sicilia, come tutta l’Italia, non può trasformarsi nel campo profughi d’Europa a causa della incompetenza e della furia immigrazionista del Governo PD-M5S. È una questione di legalità, di sicurezza e in questi mesi di epidemia da coronavirus anche una questione sanitaria. Musumeci ha ragione nel voler difendere il proprio territorio, ma la soluzione non sarebbe neanche spostare il problema in altre regioni. L’unico modo per fermare una volta per tutte l’immigrazione clandestina, evitando le morti in mare e possibili problemi sanitari, è il blocco navale. Facciamolo subito: non c’è più tempo da perdere.",https://www.google.it/amp/s/www.iltempo.it/politica/2020/08/23/news/migranti-sicilia-musumeci-ordinanza-hotspot-lampedusa-alberto-samona-24279156/amp/,https://www.iltempo.it/politica/2020/08/23/news/migranti-sicilia-musumeci-ordinanza-hotspot-lampedusa-alberto-samona-24279156/,,"Stop invasione in Sicilia: ""Lo sgombero degli hotspot risposta al governo latitante""","Stop invasione, il governatore Nello Musumeci ha disposto lo sgombero di tutti gli Hotspot e dei Centri di accoglienza a partire da quelli di Lampedus...",,,1.9
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 09:00:01 EDT,Link,2183,1016,220,20,3,13,0,4,4,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3541382509237983,"IMMIGRAZIONE, LA SICILIA SGOMBERA HOTSPOT E CENTRI DI ACCOGLIENZA: “STOP ALLA INVASIONE DI MIGRANTI""",https://www.liberoquotidiano.it/news/italia/24277929/immigrazione-sicilia-sgombera-hotspot-centri-accoglienza-stop-invasione-chiudiamo-tutto.html,,,"Immigrazione, la Sicilia sgombera hotspot e centri di accoglienza: “Stop alla invasione di migranti""",“La Sicilia non può continuare a subire questa invasione di migranti ”. Il governatore Nello Musumeci ne ha abbastanza e fa ci...,,,5.09
Partito Democratico,partitodemocratico,77034286895,344655,2020-08-23 08:28:06 EDT,Photo,1756,904,647,5,6,43,8,74,0,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158056222656896,"Arriva la conferma dal Viminale: l’ordinanza firmata dal Presidente della regione Siciliana Musumeci, che prevede lo sgombero dei centri d'accoglienza e vieta lo sbarco dei migranti sull'isola, non si può applicare. Il Ministero precisa che la materia è di competenza statale. Non avevamo dubbi. Siamo di fronte alla solita inutile propaganda. Utile a camuffare tutta l'incapacità al governo di una regione che merita decisamente di più e di meglio.",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158056221446896/?type=3,,Esoltanto propaganda propag PD,,,,,2.02
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 08:00:01 EDT,Link,1155,305,98,6,1,8,0,19,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3541205562589011,"EMERGENZA MIGRANTI IN SICILIA, #MUSUMECI: ""CHIUDO TUTTI GLI HOTSPOT E I CENTRI DI ACCOGLIENZA DELLA REGIONE""",https://www.tgcom24.mediaset.it/cronaca/sicilia/emergenza-migranti-in-sicilia-musumeci-chiudo-tutti-gli-hotspot-e-i-centri-di-accoglienza-della-regione_22162748-202002a.shtml,,,"Emergenza migranti in Sicilia, Musumeci: ""Chiudo tutti gli hotspot e i centri di accoglienza della Regione"" - Tgcom24",Il governatore:,,,2.34
Più Europa,piueuropa,126662574668084,138150,2020-08-23 07:43:53 EDT,Link,440,92,83,3,5,16,15,79,0,,0,0,0,N/A,https://www.facebook.com/piueuropa/posts/590264121641258,"L’ordinanza firmata dal Presidente della Regione Siciliana Musumeci, che pretende di imporre entro domani lo sgombero delle strutture di accoglienza per i migranti in Sicilia, è allo stesso tempo grave e insensata. Grave, perché individua i migranti come potenziali untori di un contagio che finora sembra passare prevalentemente per altre strade; insensata, perché sono proprio i migranti ospitati nelle strutture di accoglienza a ricevere controlli rigorosi, dai tamponi alle quarantene, ai quali sfuggono invece tutti quelli che sbarcano in clandestinità senza passare attraverso queste strutture. Avremmo compreso Musumeci se avesse voluto rinforzare i controlli e i test ai porti, agli aeroporti e allo stretto di Messina, per monitorare l’enorme flusso di persone in entrata e in uscita in questa stagione, e garantire in questo modo maggiore sicurezza per tutti, siciliani e turisti. Invece sceglie di lanciarsi in questa assurda caccia all’immigrato, che nella migliore delle ipotesi si risolverà in un conflitto di attribuzione tra poteri dello Stato e della Regione, nella peggiore potrebbe portare a un drastico svuotamento delle strutture di accoglienza non altrove nel Paese, ma più semplicemente per strada, nella più classica tradizione salviniana, generando eserciti di senza tetto, senza controllo e senza diritti. Ma è davvero questo che vuole Musumeci? Non riconosciamo in lui l’interlocutore attento che la Sicilia ha avuto durante i mesi del lockdown. Auspichiamo che lasci prevalere la via del buon senso e della capacità amministrativa a quella della propaganda leghista che non crediamo gli appartenga. Fabrizio Ferrandelli",https://www.rainews.it/dl/rainews/articoli/musumeci-firma-ordinanza-via-migranti-hot-spot-entro-domani-96acc135-0583-4df6-b49e-b19be051b3f8.html,,,Musumeci firma l'ordinanza: via i migranti dagli hot-spot entro domani,"""L'ordinanza è stata pubblicata questa  notte - scrive lo stesso Musumeci - Oggi verrà notificata a tutte le  prefetture dell'Isola e al governo nazionale. La Sicilia non può  essere invasa, mentre l'Europa si gira dall'altro lato e il governo  non attiva alcun respingimento. Vi terrò aggi...",,,1.87
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 07:00:01 EDT,Link,3952,800,403,43,5,24,0,5,12,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3541033102606257,"SICILIA, LINEA DURA DI MUSUMECI SUI MIGRANTI: ""CHIUDO HOTSPOT E CENTRI DI ACCOGLIENZA""",https://palermo.repubblica.it/politica/2020/08/22/news/sicilia_linea_dura_di_musumeci_sui_migranti_chiudo_hotspot_e_centri_di_accoglienza_-265248429/,,,"Sicilia, linea dura di Musumeci sui migranti: ""Chiudo hotspot e centri di accoglienza""","Il presidente della Regione attacca il governo nazionale e chiede un ponte aereo per liberare ""queste vergognose strutture, iniziando da Lampedusa"".",,,7.71
