Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
Matteo Salvini,salviniofficial,252306033154,4347159,2020-08-23 06:36:56 EDT,Photo,62401,9076,14278,893,74,155,20,131,346,,0,0,0,N/A,https://www.facebook.com/salviniofficial/posts/10158015540458155,"👏👏👏 ESEMPLARE! Massima solidarietà al governatore siciliano Musumeci che ora chiede il trasferimento degli immigrati dalla Sicilia, dopo che perfino i sindaci di Pd e 5Stelle si sono opposti allo sbarco dei finti profughi. Porti spalancati, sbarchi a raffica, rivolta degli amministratori locali ma NESSUNA indagine per sequestro di persona. Non se ne può più di questo #governoclandestino.",https://www.facebook.com/salviniofficial/photos/a.278194028154/10158015540223155/?type=3,,"@LegaSalviniPremier La Sicilia non può continuare a subire questa invasione. Sul mio tavolo l'ordinanza con cui dispongo lo sgombero di tutti gli Hotspot e dei Centri di accoglienza esistenti. L'Europa fa finta di niente e il governo nazionale ha deciso di non chiudere i porti. Basta: abbiamo avuto fin troppo rispetto istituzionale su questa emergenza. Nello Musumeci, Presidente Regione Sicilia BRAVISSIMO!",,,,,3.27
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 05:45:01 EDT,Link,3576,804,292,42,1,16,0,5,6,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3540856229290611,"MIGRANTI, IL GOVERNATORE #MUSUMECI: ""CHIUDO GLI HOTSPOT IN SICILIA""",https://tg24.sky.it/palermo/2020/08/23/migranti-musumeci-hotspot,,,"Migranti, il governatore Musumeci: 'Chiudo gli hotspot in Sicilia'","Leggi su Sky TG24 l'articolo Migranti, il governatore Musumeci: 'Chiudo gli hotspot in Sicilia'",,,6.97
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 05:32:01 EDT,Link,1906,349,173,13,2,15,0,2,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3540824119293822,"CORONAVIRUS E MIGRANTI, MUSUMECI: ""ADESSO BASTA, DISPONGO LO SGOMBERO DI TUTTI GLI HOTSPOT""",https://gds.it/articoli/cronaca/2020/08/22/emergenza-migranti-musumeci-adesso-basta-dispongo-lo-sgombero-di-tutti-gli-hotspot-b6ae963a-061a-4db3-95eb-e5e4f483fc10/,,,"Coronavirus e migranti, Musumeci: ""Adesso basta, dispongo lo sgombero di tutti gli hotspot""","Il presidente della Regione Siciliana Nello Musumeci ha annunciato la chiusura di tutti gli spazi destinati ai migranti sull'Isola. ""La Sicilia non può continuare...",,,3.62
Lega - Salvini Premier,legasalvinipremier,422703967772535,761858,2020-08-23 04:43:04 EDT,Photo,9311,2166,1956,69,37,27,48,960,14,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3540704252639142,Nello Musumeci: La Sicilia non può continuare a subire questa invasione.,https://www.facebook.com/nellomusumeci.page/photos/a.635113156566093/3173116082765775/?type=3,,,Nello Musumeci,"La #Sicilia non può continuare a subire questa invasione di #migranti. Tra poche ore sarà sul mio tavolo l’ordinanza con cui dispongo lo sgombero di tutti gli Hotspot e dei Centri di accoglienza esistenti. Si attivi un ponte-aereo immediatamente e si liberi la Sicilia da queste vergognose strutture, iniziando da #Lampedusa. Le regole europee e nazionali sono state stracciate. L’#Europa fa finta di niente e il governo nazionale ha deciso - malgrado i nostri appelli - di non attuare i decreti vigenti e di non chiudere i porti, come invece ha fatto lo scorso anno con il decreto interministeriale Interno-Difesa-Trasporti. C’è una colpevole sottovalutazione del fenomeno senza precedenti. E non capiscono quanto stia crescendo la tensione. Vogliono far diventare razzisti i siciliani, che sono il popolo più accogliente di tutto il mondo? Adesso se vogliono a Roma impugnino pure la mia ordinanza. Basta: abbiamo avuto fin troppo rispetto istituzionale su questa #emergenza, ricambiato da silenzi, indifferenza e omissioni.

#governoMusumeci Regione Siciliana",,,13.3
Italia Viva,italiaviva,1000392486681830,88780,2020-08-23 04:37:10 EDT,Photo,192,11,20,0,0,2,0,0,2,,0,0,0,N/A,https://www.facebook.com/italiaviva/posts/3139026289485095,"Una squadra che rappresenta un mix perfetto tra #esperienza ed #entusiasmo. Molti i #giovani che si cimentano nella corsa per il consiglio regionale del #Veneto insieme ad amministratori e professionisti più maturi che portano il bagaglio dell'esperienza. Ecco le liste presentate da Italia Viva, Civica per il Veneto, Partito Socialista Italiano e Partito Repubblicano Italiano. La più giovane, Eleonora Berno, non ha ancora compiuto 19 anni. Tra le personalità che spiccano troviamo Franco Ferrari, Consigliere regionale uscente di Civica per il Veneto e Orietta Salemi, già eletta Consigliera comunale a #Verona, particolarmente attenta alla mobilità sostenibile e alla salvaguardia del #territorio, entrambi capolista nelle rispettive liste provinciali. Le #donne sono quindi numerose: Daniela Larese Filon, ex presidente della provincia a #Belluno, mentre come capolista per la provincia di #Treviso troviamo l'avvocato Alessandra Nava, nota penalista trevigiana, e Domenico Losappio, Consigliere comunale della città. A #Padova Antonino Pipitone, ex consigliere regionale e Specialista in Endocrinologia e Malattie del Ricambio, grazie al quale erano state depositate ben 12 mila firme a sostegno dello screening mammografico gratuito per le donne dai 40 anni in su guida la lista che vede la presenza di altri amministratori come Andrea Vanni, già sindaco di Vighizzolo. A #Vicenza il capolista è un altro ex sindaco, Maurizio Scalabrin, per 5 anni alla guida della città di Montecchio Maggiore, mentre a #Rovigo è l'avvocato Adino Rossi a guidare la lista. Ecco la lista completa! ROVIGO 1.Rossi Adino, Badia Polesine (RO), 27/05/1956 2. Battista Giulia, Delianuova (RC), 26/08/1976 3. Avanzo Mirco, Contarina (RO), 07/08/1974 4. Corroppoli Arianna, Venezia, 21/09/1972 5. Scaramuzza Gianmario, Grado (GO), 14/10/1946 VICENZA 1. Belloni Carlotta, Vicenza 06/05/1974 2. Scalabrin Maurizio, Montecchio Maggiore 26/07/1956 3. Berno Eleonora, Vicenza 25/09/2001 4. Castellan Gianni Marostica (VI) 29/05/1957 5. Bizzotto Stefania, Paesi Bassi 19/03/1965 6. Chimetto Andrea, Vicenza 21/07/1997 7. Carli Francesca, Vicenza 27/05/1960 8. Fantò Luca, Roma 10/11/1965 9. Lievore Roberta, Thiene (VI) 14/01/1967 VERONA 1.Salemi Orietta, Libia, 02/03/1961 2. Ambrosi Walter, Nogara (VR), 10/11/1971 3. Franceschetti Federica, Villa Bartolomea (VR), 09/05/1964 4. Cioffi Arturo, Cerreto Sannita (BN), 21/07/1944 5. Quintino Anna Tiziana, Reggio Calabria, 20/09/1974 6. Peretti Giovanni, Castelnuovo del Garda (VR) 27/12/1962 7. Righetti Giuditta, Verona, 13/08/1991 8. Toffalini Umerto, Verona, 30/01/1959 9. Todesco Barbara, Verona, 03/10/1970 PADOVA 1. Vallotto Serenella, Cittadella (PD) 22/09/1966 2. Pipitone Antonino, Marsala (TP), 08/11/1962 3. Auditore Maria Antonietta, Messina, 23/08/1970 4. Marchi Rolando, Padova 04/08/1953 5. Bellin Sabrina, Noventa Vicentina (VI), 25/06/1968 6. Vanni Andrea, Montagnana (PD), 14/10/1981 7. Dall’Aglio Francesca, Conselve, 21/10/1973 8. Zorzi Giorgio, Padova, 17/08/1953 9. Di Costanzo Marlene, Bari, 10/04/1976 BELLUNO 1. Azzalini Giorgio, Belluno, 03/09/1959 2. Larese Fillon Daniela, Auronzo di Cadore, 10/03/1952 3. Cattaruzza Alfredo, Belluno, 09/02/1957 4. De Pasqual Paola, Ponte nelle Alpi, 28/02/1961 5. Rizzo Gaetano, Viterbo, 12/06/1969 VENEZIA 1. Ferrari Franco, Camponogara (Ve), 13/07/1955 2. Marchioro Aurora, Venezia, 01/09/1999 3. De Carlo Andrea, Motta di Livenza (Tv), 08/01/1965 4. Ramigni Alessandra, Padova, 06/05/1966 5. Scodeller Sandro, Portogruaro (Ve), 18/09/1979 6. Schiuma Donatella, Matera, 02/09/1966 7. Tigani Stefano, Gorizia, 19/09/1973 8. Solari Claudia, Venezia, 04/08/1986 9. Zanin Pierre, Belluno, 02/02/1969 TREVISO 1. Losappio Domenico, Venezia, 21/04/1980 2. Aresta Stefania, Castellana Grotte (BA), 19/04/1991 3. Biancardi Attilio, Castelmassa (RO), 05/07/1944 4. Gatto Rosy, Valdobbiadene, 19/01/1966 5. Donato Bruno, Toronto (Canada), 16/11/1964 6. Lauri Diomira, Napoli, 11/01/1962 7. Milani Sereno, Bolzano, 16/11/1948 8. Nava Alessandra, Reggio Calabria, 25/12/1963 9. Minello Andrea, Treviso, 12/11/1978 Daniela Sbrollini",https://www.facebook.com/italiaviva/photos/a.1003175376403541/3139026246151766/?type=3,,"LA NOSTRA LISTA PER IL VENETO: UNA SQUADRA TOSTA TRA ESPERIENZA ED ENTUSIASMO AUTONOMI, CORAGGIOSI, VENETI! BROI",,,,,-2.99
Partito Democratico,partitodemocratico,77034286895,344655,2020-08-23 04:00:01 EDT,Photo,3216,1717,844,9,5,64,37,746,6,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158055862521896,"Inaccettabile e vergognoso. Da perfetto ciralatano, Musumeci ha dichiarato che la Sicilia è invasa da migranti per colpa di una ipotetica “decisione” del Governo nazionale di “non attuare i decreti vigenti” e, per questo, ha annunciato che emetterà un’ordinanza per chiudere tutti gli Hot Spot siciliani. Andiamo per gradi. Innanzitutto, quali sarebbero questi decreti “non attuati”? Quali? Il ciarlatano mi può rispondere? Perché se l’allusione è ai decreti Sicurezza di Salvini, solo un ignorante o, peggio, uno in mala fede può sostenere che l’attuazione di un decreto che è già stato convertito in legge - come avvenuto ai decreti Salvini - sia discrezionale e che i decreti, per volontà del Governo, “non siano attuabili”: i decreti sicurezza sono legge da un anno e dalla loro conversione sono perfettamente in vigore, senza che nessuno possa sospenderli. Neanche Conte! Semmai, proprio perché sono perfettamente in vigore, se gli sbarchi continuano ad esserci il dato che se ne deve desumere è solo uno: i decreti di Salvini sono palesemente INUTILI E INEFFICACI. Ma la verità è che a Musumeci non interessava fare la difesa d’ufficio dei decreti di Salvini. La verità è che Musumeci doveva fare i conti con l’aumento del tasso di contagio in Sicilia e, piuttosto che ammettere che questo è avvenuto perché negli ultimi due mesi lui e la Sua giunta hanno lasciato che traghetti, piazze, lungomari, spiagge e locali fossero pieni di gente proveniente da ogni dove, libera di girare senza mascherina, di non rispettare le distanze, di abbracciarsi come se non fosse mai accaduto niente, piuttosto che riconoscere il proprio fallimento, il razzista Musumeci ha deciso di provare subdolamente a individuare nei migranti la causa della presenza del virus nell’isola. E per fare il colpo di teatro, per fare lo sceriffo che protegge la contea, ha deciso di annunciare l’ordinanza con cui - sostiene - caccerà tutti i migranti presenti sull’isola. Della serie, via i migranti e via il virus! Niente di più immorale! Costi quel che costi, non consentirò ad un ciarlatano sovranista di trasformare la Sicilia in una terra xenofoba e di colmare la propria inettitudine e inefficienza politica con l’emissione di ordinanze immorali che infangano il buon nome di tutti i Siciliani. Già da oggi chiederò al Ministero dell’Interno di impugnare immediatamente la bestialità di Musumeci e pretenderò che, questa sciagura di Presidente, sia chiamato a risponderne per i danni che la sua azione squallida sta creando all’immagine della Sicilia e dei siciliani. La Sicilia non è come Musimeci. La Sicilia non è razzista. E Musumeci non è degno di rappresentarla! Carmelo Miceli",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158055861576896/?type=3,,Vuole trasformare la Sicilia in una terra xenofoba si vergogni,,,,,3.9
Matteo Salvini,salviniofficial,252306033154,4345763,2020-08-22 15:27:20 EDT,Link,29771,3461,3921,379,53,54,10,126,55,,0,0,0,N/A,https://www.facebook.com/salviniofficial/posts/10158014175768155,"🔴 Bravo il governatore della Sicilia, Nello Musumeci, che ascoltando la Lega e i cittadini ha detto BASTA all’arrivo di immigrati nell’isola, ordinando la chiusura di centri d’accoglienza e hotspot. Stop invasione!",https://www.repubblica.it/cronaca/2020/08/22/news/coronavirus_musumeci_ordina_la_chiusura_degli_spazi_per_i_migranti_in_sicilia-265246241/,,,"Coronavirus, Musumeci ordina la chiusura degli spazi per i migranti in Sicilia","""La regione non può continuare a subire questa invasione"". Il governatore annuncia la firma di un'ordinanza per lo sgombero di tutti gli",,,1.4
Partito Democratico,partitodemocratico,77034286895,344381,2020-08-21 09:00:05 EDT,Photo,1385,206,140,56,1,7,8,17,137,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158050900396896,"""Sparati un colpo in testa"". Luciana Fastro, nostra candidata consigliera alla elezioni regionali venete e presidente dell’assemblea provinciale del Partito Democratico a Treviso, stava semplicemente annunciando la sua presenza in un mercato, quando un simpatizzante di destra ha pensato di rivolgerle queste parole incredibili. La sua colpa? Quella di essere, appunto, una sincera democratica e di non volersi rassegnare. Di voler far sentire semplicemente la propria voce, mentre c'è chi crede che la politica sia semplicemente un gioco a chi urla di più. A Luciana va tutta la solidarietà e la vicinanza del Partito Democratico. Continueremo, con ancora più forza, a spiegare le nostre ragioni, le nostre proposte, le nostre battaglie. A far sentire la nostra voce. Nei mercati come nelle strade. Non la intimidirete, non ci intimidirete.",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158050900166896/?type=3,,"Solidarietà a Luciana Fastro, il vostro odio non ci fermerà PD] Partito/Democratico",,,,,1.15
Lega - Salvini Premier,legasalvinipremier,422703967772535,760617,2020-08-18 03:52:01 EDT,Link,580,160,193,3,2,10,1,16,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3524088454300722,"SBARCHI, MUSUMECI SMASCHERA CONTE: ""QUANTI SONO I MIGRANTI CONTAGIATI. IO CHIUDEREI I PORTI""",https://www.liberoquotidiano.it/news/italia/24216538/sbarchi-musumeci-smaschera-conte-quanti-migranti-contagiati-chiudere-porti.html,,,"Sbarchi, Musumeci smaschera Conte: ""Quanti sono i migranti contagiati. Io chiuderei i porti""",Il 40 per cento dei casi di contagio da coronavirus in Sicilia riguardano gli immigrati clandestini . È questo il dato ufficiale che il governa...,,,1.42
Matteo Salvini,salviniofficial,252306033154,4336451,2020-08-16 16:00:02 EDT,Photo,63632,5708,20314,373,238,180,152,2023,116,,0,0,0,N/A,https://www.facebook.com/salviniofficial/posts/10157998495478155,"Treviso. Nell'ex caserma che ospita 300 immigrati (che fanno quello che vogliono senza rispettare le regole!), in DUECENTOSESSANTA sono risultati positivi al coronavirus. Il sindaco ha chiesto i danni al governo. BRAVO.",https://www.facebook.com/salviniofficial/photos/a.278194028154/10157998492708155/?type=3,,"il Giornale Su 300 immigrati, 260 infetti ""Ho chiesto i danni al governo"" BENISSIMO!",,,,,3.47
Lega - Salvini Premier,legasalvinipremier,422703967772535,760059,2020-08-16 12:48:00 EDT,Link,289,191,177,1,1,8,6,253,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3518849894824578,"MIGRANTI, BOTTE E INSULTI AI POLIZIOTTI A TREVISO. L'EX CASERMA FOCOLAIO DI CORONAVIRUS: ""LIVELLO DI GUARDIA SUPERATO""",https://www.liberoquotidiano.it/news/italia/24211570/migranti-treviso-caserma-serena-polizia-livello-guardia-superato-sassi-botte-focolaio-coronavirus.html,,,"Migranti, botte e insulti ai poliziotti a Treviso. L'ex caserma focolaio di coronavirus: ""Livello di guardia superato""",Il sindaco di Treviso Mario Conte chiede i danni al premier e intanto la polizia si ribella: situazione ormai fuori controllo alla ex Caserma Ser...,,,1.36
Lega - Salvini Premier,legasalvinipremier,422703967772535,760059,2020-08-16 05:25:02 EDT,Link,1801,1656,1779,3,11,34,72,1564,3,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3517697218273179,"L'IRA DELLA POLIZIA: ""I MIGRANTI CI TIRANO I SASSI E NOI DOBBIAMO TACERE""",https://ilgiornale.it/news/cronache/ora-polizia-pronta-protesta-contro-governo-i-migranti-ci-1883732.html,,,"L'ira della polizia: ""I migranti ci tirano i sassi e noi dobbiamo tacere""","La polizia è in rivolta: i fatti dell'ex Caserma Serena di Treviso, le rivolte, le angherie e le umiliazioni subite dalle divise hanno raggiunto il limite.",,,10.18
Matteo Salvini,salviniofficial,252306033154,4335144,2020-08-15 05:08:34 EDT,Native Video,12742,6082,11518,39,91,211,126,7961,9,original,355523,629123,0,00:01:04,https://www.facebook.com/salviniofficial/posts/10157994517748155,"A casa tutti, a calci nel sedere.",https://www.facebook.com/salviniofficial/videos/600999617472436/,,,"TENSIONE A TREVISO. CLANDESTINI IN RIVOLTA, LANCIO DI OGGETTI E OPERATORI MALMENATI",,,,1.64
Lega - Salvini Premier,legasalvinipremier,422703967772535,755269,2020-08-12 11:45:02 EDT,Link,268,205,152,2,4,6,18,232,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3505508609492040,"Covid in azienda, 18 positivi: «Ci lavoravano dieci migranti della Serena».",https://www.trevisotoday.it/attualita/covid-bollettino-azienda-contagi-treviso-12-agosto-2020.html,,,"Covid in azienda, 18 positivi: «Ci lavoravano dieci migranti della Serena»",Mercoledì 12 agosto il bollettino di Azienda Zero segna 12 nuovi casi positivi in provincia di Treviso. Tamponi in arrivo per i dipendenti della ditta lungo il Terraglio,,,1.31
Lega - Salvini Premier,legasalvinipremier,422703967772535,755269,2020-08-12 08:46:02 EDT,Link,432,513,293,2,2,11,6,406,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3505021002874134,Nuova sommossa al centro migranti: sassaiola contro le auto della polizia,https://www.ilgazzettino.it/nordest/treviso/focolaio_caserma_serena_covid_sassi_contro_auto_polizia-5401137.html,,,Nuova sommossa al centro migranti: sassaiola contro le auto della polizia,"CASIER - Cresce di giorno in giorno la tensione dietro i cancelli della ex caserma Serena di Dosson, al confine con Treviso. Fra gli strascichi dell'emergenza Coronavirus che da giugno segna la...",,,2.45
Lega - Salvini Premier,legasalvinipremier,422703967772535,755269,2020-08-12 03:30:02 EDT,Link,1092,410,177,4,6,8,3,24,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3504299672946267,"Migranti, Salvini appoggia Musumeci: ""Il Governo di Roma vuole la Sicilia come un lazzaretto"".",https://gds.it/articoli/archivio/2020/08/11/migranti-salvini-appoggia-musumeci-il-governo-di-roma-vuole-la-sicilia-come-un-lazzaretto-192e6347-e38b-4b9c-8fcb-e0568e6dbaa7/,,,"Migranti, Salvini appoggia Musumeci: ""Il Governo di Roma vuole la Sicilia come un lazzaretto""","""Solidarietà alla Sicilia, che il governo Conte-Pd-5Stelle vuole trasformare in un campo profughi e in un lazzaretto a danno dei cittadini e dei lavoratori italiani....",,,2.54
Lega - Salvini Premier,legasalvinipremier,422703967772535,755115,2020-08-11 17:10:01 EDT,Link,150,97,43,0,2,4,6,104,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3503028633073371,"Coronavirus, immigrati positivi infettano i poliziotti: messi in pericolo dal governo",https://www.liberoquotidiano.it/news/italia/24166872/coronavirus-immigrati-positivi-infettano-poliziotti-messi-pericolo-da-governo.html,,,"Coronavirus, immigrati positivi infettano i poliziotti: messi in pericolo dal governo","Ancora qualche giorno e tutti gli oltre 300 richiedenti asilo stipati nell'ex caserma ""Serena"" di Treviso saranno positivi al virus. I m...",,,-1.67
Lega - Salvini Premier,legasalvinipremier,422703967772535,755115,2020-08-11 14:42:52 EDT,Link,232,110,109,0,3,2,5,223,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3502681963108038,‼️‼️‼️POLIZIOTTI INFETTATI DA IMMIGRATI IN RIVOLTA‼️‼️‼️,https://www.liberoquotidiano.it/news/italia/24166872/coronavirus-immigrati-positivi-infettano-poliziotti-messi-pericolo-da-governo.html,,,"Coronavirus, immigrati positivi infettano i poliziotti: messi in pericolo dal governo","Ancora qualche giorno e tutti gli oltre 300 richiedenti asilo stipati nell'ex caserma ""Serena"" di Treviso saranno positivi al virus. I m...",,,1.01
Lega - Salvini Premier,legasalvinipremier,422703967772535,754999,2020-08-10 19:00:01 EDT,Photo,781,247,441,3,8,12,28,467,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3500085250034376,#Molteni: Il Governo Pd/M5S incapace e complice ha rinchiuso gli italiani in casa ma ha spalancato porti e porte a 15 mila immigrati irregolari. Solidarietà agli agenti delle Forze di Polizia dimenticati e abbandonati dal Governo.,https://www.facebook.com/deputatonicolamolteni/photos/a.2272183356253726/3590647821073933/?type=3,,"Treviso, migrante positivo contagia tre agenti E ora indaga la procura Focolaio nell'ex caserma che ospita richiedenti asilo: in due mesi si è passati da 2 a 250 casi. @NicolaMolteni ilGiornale Giornale POLIZIA GOVERNO COMPLICE!",Nicola Molteni,"Il Governo Pd/M5S incapace e complice ha rinchiuso gli italiani in casa ma ha spalancato porti e porte a 15 mila immigrati irregolari. 
Solidarietà agli agenti delle Forze di Polizia dimenticati e abbandonati dal Governo.",,,1.81
Lega - Salvini Premier,legasalvinipremier,422703967772535,754999,2020-08-10 11:32:00 EDT,Link,668,228,246,3,11,5,85,427,1,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3499025210140380,"Virus, focolaio di Treviso. Poliziotto positivo dopo l'arresto del migrante, caccia ai contatti stretti e oggi tamponi ai colleghi.",https://www.ilgazzettino.it/nordest/treviso/virus_focolaio_treviso_migranti_caserma_ultime_notizie_poliziotti_contagiati_chi_sono_come_stanno-5397226.html,,,"Virus, focolaio di Treviso. Poliziotto positivo dopo l'arresto del migrante, caccia ai contatti stretti e oggi tamponi ai colleghi","TREVISO Un poliziotto positivo conclamato e sintomatico, altri due in isolamento domiciliare e in attesa di sapere oggi, dopo il terzo tampone, se siano stati contagiati anche loro dal gambiano di 26...",,,2.46
Lega - Salvini Premier,legasalvinipremier,422703967772535,754999,2020-08-10 07:36:01 EDT,Photo,422,240,178,3,3,5,27,196,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3498353316874236,SOLIDARIETÀ ALLE FORZE DELL'ORDINE!,https://www.facebook.com/legasalvinipremier/photos/a.423252457717686/3498348656874702/?type=3,,"@LegaSalviniPremier Fotodirepertorio BOMBA SANITARIA ""ABINIER ILGAZZETTINO.i Virus, focolaio di Treviso. Poliziotto positivo dopo l'arresto del migrante, caccia ai contatti stretti e oggi tamponi ai colleghi",,,,,-1.02
Lega - Salvini Premier,legasalvinipremier,422703967772535,754999,2020-08-10 07:06:02 EDT,Photo,5268,1842,3478,19,39,67,158,3205,4,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3498333883542846,#Molteni: Il Governo Pd/M5S incapace e complice ha rinchiuso gli italiani in casa ma ha spalancato porti e porte a 15 mila immigrati irregolari. Solidarietà agli agenti delle Forze di Polizia dimenticati e abbandonati dal Governo.,https://www.facebook.com/deputatonicolamolteni/photos/a.2272183356253726/3590647821073933/?type=3,,"Treviso, migrante positivo contagia tre agenti E ora indaga la procura Focolaio nell'ex caserma che ospita richiedenti asilo: in due mesi si è passati da 2 a 250 casi. @NicolaMolteni ilGiornale Giornale POLIZIA GOVERNO COMPLICE!",Nicola Molteni,"Il Governo Pd/M5S incapace e complice ha rinchiuso gli italiani in casa ma ha spalancato porti e porte a 15 mila immigrati irregolari. 
Solidarietà agli agenti delle Forze di Polizia dimenticati e abbandonati dal Governo.",,,12.84
Lega - Salvini Premier,legasalvinipremier,422703967772535,754999,2020-08-10 03:30:02 EDT,Link,702,477,577,1,14,16,26,775,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3497881160254785,I MIGRANTI INFETTANO GLI AGENTI. E ADESSO A TREVISO È IL CAOS,https://www.ilgiornale.it/news/cronache/interviene-arrestare-migrante-nellex-caserma-serena-1882502.html,,,I migranti infettano gli agenti. E adesso a Treviso è il caos,"A una settimana dall'intervento all'interno dell'ex Caserma Serena di Treviso per sedare la rivolta, un poliziotto è positivo al Covid.",,,3.81
Lega - Salvini Premier,legasalvinipremier,422703967772535,754819,2020-08-09 11:25:02 EDT,Link,528,758,317,2,12,22,12,705,2,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3495886880454213,"MIGRANTI A RISCHIO COVID AL BAR. ""SNOBBANO"" IL CIBO DELL'HOTSPOT SCOPPIA L’EPIDEMIA COVID.",https://www.ilgiornale.it/news/cronache/emergenza-migranti-litalia-collasso-fughe-e-infezioni-1882466.html,,,"Migranti a rischio Covid al bar. ""Snobbano"" il cibo dell'hotspot","Scoppia l’epidemia Covid. Spesso migranti tentano la fuga, molti ci riesce. Da Treviso a Lampedusa la situazione è incandescente.",,,3.47
Matteo Salvini,salviniofficial,252306033154,4315282,2020-08-07 06:49:53 EDT,Status,10311,2049,2821,20,66,41,214,4911,7,,0,0,0,N/A,https://www.facebook.com/salviniofficial/posts/10157973670603155,"⚠️ A Treviso 233 immigrati positivi nell’ex Caserma Serena (che si aggiungono a 11 operatori), in provincia di Matera 20 immigrati positivi nella struttura di accoglienza di Ferrandina, in tutta la Sicilia 30 nuovi positivi di cui la metà è di immigrati: questo #governoclandestino che spalanca i porti mette in pericolo l’Italia.",,,,,,,,-1.46
Partito Democratico,partitodemocratico,77034286895,342890,2020-08-07 06:16:58 EDT,Photo,319,34,66,0,1,1,7,80,0,,0,0,0,N/A,https://www.facebook.com/partitodemocratico/posts/10158016164056896,"“L’Esa ha ormai esaurito la propria funzione istituzionale e rappresenta solo un sovrappeso burocratico.” “Carrozzone, retaggio della Prima Repubblica da eliminare.” Così il Presidente della Regione Siciliana Musumeci aveva definito l’Esa, ente sviluppo agricolo nato a metà anni ‘60 per l’attuazione della riforma agraria, quando c’era da fare opposizione all’ex Presidente Crocetta. Seguirono promesse di dismissione dell’ente, all’’inizio del suo mandato. Ora, a capo dell’ente da lui definito inutile e mangiasoldi ci ha messo un suo uomo, Giuseppe Catania, ex deputato regionale, compagno della deputata Giusy Savarino espressa proprio dall’attuale Presidente della Regione e Presidente di Diventerà Bellissima, movimento di Musumeci che alle prossime elezioni andrà probabilmente a braccetto con la Lega di Salvini. Insomma, gli enti brutti, sporchi, cattivi e inutili, carrozzoni e mangiasoldi, magicamente non sono più tali quando c’è da piazzare i propri uomini e dare da mangiare in casa. Al prossimo giro, alla destra, suggeriamo un profilo più basso nel dispensare lezioni sul rispetto delle Istituzioni, sulla politica trasparente, onesta, e sul cambiamento necessario. Carmelo Miceli",https://www.facebook.com/partitodemocratico/photos/a.113463676895/10158016163291896/?type=3,,AMICI NEGLI ENTI PUBBLICI ECCO IL MODELLO MUSUMECI,,,,,-3.35
Lega - Salvini Premier,legasalvinipremier,422703967772535,754176,2020-08-06 15:09:03 EDT,Link,797,652,768,1,23,17,39,990,0,,0,0,0,N/A,https://www.facebook.com/legasalvinipremier/posts/3486758354700399,"🔴 ++ ULTIM'ORA ++ EMERGENZA IMMIGRAZIONE A TREVISO, SALGONO A 244 I POSITIVI ALLA EX CASERMA SERENA Il più grande focolaio d'Italia, una situazione inconcepibile, un danno incalcolabile per l'immagine della città.",https://www.trevisotoday.it/salute/caserma-serena-risultati-tamponi-casier-6-agosto-2020.html?fbclid=IwAR27CRC8ttY-FgeTuCHU2VbrnnYK8MIBOOvw-7un34sK6amSxxRydcRvToM,,,"Ex Caserma Serena, salgono a 244 i positivi al test del tampone",Stanno terminando le analisi del terzo giro di tamponi effettuato mercoledì 5 agosto nel centro accoglienza di Casier. 11 operatori e 233 migranti positivi. 18 tamponi da riprocessare,,,4.83
