date,engagement,MA_7
2019-12-05,0.048506431730392784,0.048506431730392784
2019-12-06,0.051094313587744467,0.04980037265906863
2019-12-07,0.04365481769969425,0.04775185433927717
2019-12-17,0.36463733600167836,0.36463733600167836
2019-12-18,0.5933709437157307,0.47900413985870455
2019-12-20,0.20824502483506696,0.38875110151749204
2019-12-21,0.3672749364653241,0.38338206025445004
2019-12-22,0.37121815201483094,0.3809492786065262
2019-12-23,0.6496215645963919,0.42572799293817054
2019-12-24,0.1841686949911823,0.39564988610308793
2019-12-25,0.3020282925388755,0.34709277757361207
2020-01-06,0.39667066131196926,0.39667066131197
2020-01-07,0.42282097196262736,0.4097458166372987
2020-01-08,0.44108656230267695,0.42019273185909145
2020-01-09,0.40077990211645226,0.41533952442343164
2020-01-10,0.32116512739211317,0.396504645017168
2020-01-11,0.2823009917803161,0.377470702811026
2020-01-12,0.29453738004282054,0.3656230852727109
2020-01-13,0.3314376642938305,0.3563040856986911
2020-01-14,0.3990316448999528,0.3529056104040233
2020-01-15,0.3971912655693845,0.34663485372783864
2020-01-16,0.4749736288593194,0.3572339575482482
2020-01-18,0.22502383435382226,0.35369923633652184
2020-01-19,0.3170103122284806,0.35744472503413177
2020-01-20,0.3976298043564633,0.36847674837790395
2020-01-21,0.4632210860280766,0.3791749885659246
2020-01-22,0.7144009170626792,0.432043263814807
2020-01-29,0.32148747503114444,0.32148747503114544
2020-01-30,0.527661418918643,0.4245744469748942
2020-02-03,0.1937408770573157,0.3476299236690347
2020-02-04,0.3037252220687716,0.33665374826896893
2020-02-09,0.12009298360296795,0.20585302757635204
2020-02-10,0.2681846725731155,0.23066762608161864
2020-02-11,0.04234873507313709,0.14354213041640715
2020-02-12,0.1556126280058745,0.14655975481377398
2020-02-13,0.1861752355676124,0.15448285096454167
2020-02-14,0.21447993520459555,0.16448236500455063
2020-02-15,0.17564219496589936,0.16607662642760043
2020-02-16,0.3156054365591075,0.19400697684990606
2020-02-17,0.2469974604725744,0.19098023226411448
2020-02-18,0.3937289461958447,0.24117740528164414
2020-02-23,0.21097767585444122,0.2839013608409536
2020-02-24,0.3208785741537346,0.30852839873467364
2020-02-27,0.13582386305604544,0.2225600376880739
2020-02-28,0.35450052601872606,0.25554515977073694
2020-03-07,0.360274851722514,0.3602748517225144
2020-03-08,0.534575449373076,0.4474251505477952
2020-03-23,0.7815810543222425,0.7815810543222428
2020-03-24,1.0722859904058797,0.9269335223640612
2020-04-22,0.8128411354821078,0.812841135482108
2020-04-23,1.2884962344445987,1.0506686849633533
2020-04-30,0.29193663495313904,0.29193663495313904
2020-05-01,0.4531273938558929,0.372532014404516
2020-06-03,0.36495652111229115,0.3649565211122912
2020-06-04,0.6296159205113344,0.49728622081181284
2020-06-19,0.4747917846653614,0.47479178466536154
2020-06-20,0.6970836241933817,0.5859377044293717
2020-06-24,0.2990168726660751,0.49029742717493946
2020-06-25,0.3992666020655385,0.4675397208975892
2020-06-26,0.5937187755681511,0.49727146862328664
2020-07-15,1.9288368319287412,1.9288368319287414
2020-07-16,2.8152619743876266,2.372049403158184
2020-07-27,0.9488433446283416,0.9488433446283412
2020-07-28,1.5561740047470498,1.2525086746876954
2020-07-29,0.9605501152735608,1.155189154882984
2020-07-30,1.460756181634951,1.2315809115709757
2020-07-31,0.9724975247409064,1.179764234204962
2020-08-01,1.2013832999480134,1.1833674118288038
2020-08-02,1.2129660917250313,1.187595794671122
2020-08-06,0.4817617104678692,0.967152156720455
2020-08-07,0.8125271181647914,0.9271595550764262
2020-08-08,0.7628765416515324,0.817532865502306
2020-08-09,1.141224997760278,0.7995975920111176
2020-08-17,0.5313381734233469,0.5313381734233462
2020-08-18,0.9708180841761913,0.7510781287997688
